FACLID21,JURDID,STATE,COUNTY,FACLNAME,STRATUM,WEIGHT,CONFPOP,V19,NCONPOP,V21,TOTPOP,V23,NONCIT,V25,QWKNDR,WEEKNDR,V28,ADMALE,V30,ADFEML,V32,JUVMALE,V34,JUVFEML,V36,TOTGEND,V38,JUVADS,V40,CONVMALE,V42,CONVFML,V44,UNCONVML,V46,UNCONVFM,V48,TOTADCNV,V50,WHITE,V52,BLACK,V54,HISP,V56,AMINDALK,V58,ASIAN,V60,HAWPAC,V62,TWORACE,TWORACEF,RACESPEC,OTRACE,V65,RACEDK,RACEDKF,TOTRACE,V67,MARSHAL,V69,FBOP,V69F,ICE,V69I,BIA,V69B,OTRSPEC,OTRAUTH,V69OF,YOURST,V71,OTRST,V73,LOCSTATE,V75,LOCOTRST,V77,TOTAUTH,V79,ADMITS,V82,DSCGH,V85,PEAKDATE,DAYINMT,V87,ADP,V89,RATCAP,V91,ELECMON,V93,HOMDTN,V95,COMMSVC,V97,DAYRPTG,V99,PRETSUP,V101,WKPROG,V103,DRUGPROG,V105,PROGSPEC,OTRPROG,V108,TOTNONCF,V110,ADMLNCNF,V112,ADFMNCNF,V114,JVMLNCNF,V116,JVFMNCNF,V118,NCNFGNDR,V120,CONVNCNF,V122,UNCNVNCF,V124,TOTCNVST,V126,NCONPOP2
4.41191E+20,441191191,44,RANDALL COUNTY,RANDALL COUNTY JAIL,2,2.4167,360,0,2,0,362,0,87,0,1,7,0,300,0,60,0,0,0,0,0,360,0,0,0,112,0,25,0,188,0,35,0,360,0,183,0,35,0,133,0,0,0,8,0,1,0,0,0, ,0,0,0,0,360,0,74,0,0,0,34,0,0,0, ,0,0,0,0,0,0,0,0,0,0,108,0,119,0,106,0,29,360,0,282,0,381,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,2,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,2,0,2
1.51034E+20,151034034,15,HOWARD COUNTY,HOWARD COUNTY JAIL,7,1.4136,361,0,0,8,361,0,2,0,2,0,0,312,0,47,0,2,0,0,0,361,0,2,0,0,9,0,9,0,9,0,9,361,0,208,0,148,0,5,0,0,0,0,0,0,0,0,0, ,0,0,0,0,361,0,0,0,0,0,0,0,0,0, ,0,0,0,0,1,0,7,0,0,0,8,0,115,0,100,0,1,376,0,330,0,324,0,0,8,0,8,0,8,0,8,0,8,0,8,0,8, ,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
4.91023E+20,491023023,49,LOGAN COUNTY,SOUTHWESTERN REGIONAL JAIL,12,1,365,0,0,0,365,0,1,0,1,0,0,329,0,36,0,0,0,0,0,365,0,0,0,209,0,22,0,120,0,14,0,365,0,317,0,47,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,231,0,103,0,103,0,19,386,0,376,1,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.41082E+20,141082082,14,ST. CLAIR COUNTY,ST. CLAIR COUNTY JAIL,7,1.4136,368,0,0,0,368,0,0,9,1,0,9,320,1,40,1,7,1,1,1,368,0,0,9,16,1,4,1,311,1,37,1,368,0,107,1,253,1,7,1,1,1,0,1,0,1,0,1, ,0,1,0,1,368,0,0,9,0,9,0,9,0,9, ,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,0,9,386,1,354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.61029E+20,361029029,36,GREENE COUNTY,GREENE COUNTY JAIL,7,1.4136,371,0,0,0,371,0,12,0,2,0,0,299,0,72,0,0,0,0,0,371,0,0,0,159,0,37,0,140,0,35,0,371,0,267,0,83,0,17,0,0,0,1,0,0,0,3,0, ,0,0,0,0,371,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,102,0,127,0,13,399,0,382,1,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.48146E+20,441146146,44,LIBERTY COUNTY,LIBERTY COUNTY JAIL - C.C.A.,7,1.4136,372,0,0,0,372,0,4,1,1,5,1,302,0,63,0,6,0,1,0,372,0,7,0,14,1,4,1,294,1,60,1,372,0,195,0,132,0,44,0,0,0,1,0,0,0,0,0, ,0,0,0,0,372,0,84,0,0,0,0,9,0,0, ,0,9,0,9,0,9,0,9,0,9,84,0,113,0,131,0,12,377,0,330,1,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.5104E+20,251040040,25,LEAKE COUNTY,LEAKE COUNTY CORRECTIONAL FACILITY,7,1.4136,374,0,0,0,374,0,0,0,2,0,0,363,0,11,0,0,0,0,0,374,0,0,0,306,0,0,0,57,0,11,0,374,0,125,0,235,0,11,0,3,0,0,0,0,0,0,0, ,0,0,0,0,374,0,0,0,0,0,0,0,0,0, ,0,0,359,0,0,0,0,0,0,0,359,0,146,0,153,0,28,386,0,363,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11126E+20,111126126,11,SPALDING COUNTY,SPALDING COUNTY CORRECTIONAL INSTITUTION,1,1,375,0,0,0,375,0,0,9,2,0,0,375,0,0,0,0,0,0,0,375,0,0,0,375,0,0,0,0,0,0,0,375,0,138,1,233,1,4,1,0,0,0,0,0,0,0,0, ,0,0,0,0,375,0,0,0,0,0,0,0,0,0, ,0,0,375,0,0,0,0,0,0,0,375,0,8,1,8,0,11,384,0,370,1,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.61057E+20,161057057,16,LINN COUNTY,LINN COUNTY CORRECTIONAL CENTER,7,1.4136,378,0,0,0,378,0,28,1,1,43,0,322,0,56,0,0,8,0,8,378,0,0,8,287,1,8,1,35,1,48,1,378,0,196,1,132,1,45,1,1,1,4,1,0,1,0,1, ,0,1,0,1,378,0,86,0,0,0,28,0,0,0, ,0,8,0,0,0,0,17,0,0,0,131,0,246,0,234,0,16,411,0,372,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.81004E+20,481004004,48,CHELAN COUNTY,CHELAN COUNTY REGIONAL JAIL,12,1,378,0,30,0,408,0,57,1,1,3,0,298,0,75,0,5,0,0,0,378,0,5,0,248,0,49,0,55,1,26,1,378,0,251,1,10,0,107,0,10,0,0,0,0,0,0,0, ,0,0,0,1,378,0,0,0,0,0,57,1,0,0, ,0,0,10,0,0,0,0,0,1,0,68,0,161,0,148,0,28,409,0,370,0,384,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,30,0,24,0,6,0,0,0,0,0,30,0,30,0,0,0,30,0,30
2.31081E+20,231081081,23,WASHTENAW COUNTY,WASHTENAW COUNTY JAIL,2,2.4167,379,0,15,0,394,0,19,1,1,47,0,318,0,53,0,7,0,1,0,379,0,8,0,110,0,28,0,215,0,26,0,379,0,172,0,199,0,3,0,0,0,0,0,0,0,1,0,Arabic,3,0,1,0,379,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,187,0,184,0,27,400,0,369,0,332,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0, ,0,0,15,0,15,0,0,0,0,0,0,0,15,0,15,0,0,0,15,0,15
4.71069E+20,471069069,47,ORANGE COUNTY,CENTRAL VIRGINIA REGIONAL JAIL,12,1,379,0,145,0,524,0,0,9,1,23,0,337,0,42,0,0,0,0,0,379,0,0,0,0,9,0,9,0,9,0,9,379,0,168,0,164,0,45,0,0,0,2,0,0,0,0,0, ,0,0,0,0,379,0,134,0,0,0,0,0,0,0, ,0,0,18,0,0,0,0,0,0,0,152,0,94,0,111,0,21,395,0,396,0,402,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0, ,0,0,145,0,0,9,0,9,0,0,0,0,145,0,0,0,145,0,145,0,145
1.1008E+19,11008008,1,CALHOUN COUNTY,CALHOUN COUNTY JAIL,7,1.4136,381,0,0,0,381,0,0,0,2,0,0,329,0,52,0,0,0,0,0,381,0,0,0,49,1,7,1,280,1,45,1,381,0,169,1,202,1,10,1,0,0,0,0,0,0,0,0, ,0,0,0,0,381,0,20,1,0,0,0,0,0,0, ,0,0,30,1,0,0,0,0,0,0,50,1,85,1,86,1,25,399,1,380,1,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.10661E+19,41066066,4,SEBASTIAN COUNTY,SEBASTIAN COUNTY ADULT DETENTION CENTER,7,1.4136,381,0,7,0,388,0,5,0,2,0,0,321,0,60,0,0,0,0,0,381,0,0,0,119,1,21,1,202,1,39,1,381,0,227,0,102,0,40,0,3,0,9,0,0,0,0,0, ,0,0,0,0,381,0,19,0,0,0,5,0,0,0, ,0,0,121,0,0,0,0,0,3,0,148,0,340,0,315,0,24,394,0,344,1,356,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0, ,0,0,7,0,6,0,1,0,0,0,0,0,7,0,7,0,0,0,7,0,7
4.3103E+20,431030030,43,GREENE COUNTY,GREENE COUNTY JAIL,7,1.4136,381,1,0,1,381,1,27,1,1,12,1,325,1,56,1,0,0,0,0,381,1,0,0,255,1,51,1,70,1,5,1,381,1,298,1,45,1,31,1,0,0,0,0,0,0,0,0, ,0,0,7,1,381,0,70,1,0,0,0,1,0,0, ,0,1,90,1,0,1,221,0,0,0,381,0,63,1,40,1,1,404,1,362,1,418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4.81034E+20,481034034,48,THURSTON COUNTY,THURSTON COUNTY JAIL,2,2.4167,389,0,62,0,451,0,0,9,2,0,0,343,0,46,0,0,0,0,0,389,0,0,0,207,0,25,0,136,1,21,1,389,0,294,0,29,0,32,0,17,0,15,0,0,0,0,0,other,2,0,0,0,389,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,110,0,111,0,30,389,1,426,0,221,1,52,0,0,0,0,0,10,0,0,0,0,0,0,0, ,0,0,62,0,45,0,17,0,0,0,0,0,62,0,3,0,59,0,62,0,62
1.11057E+20,111057057,11,FLOYD COUNTY,FLOYD COUNTY PRISON,1,1,390,1,0,8,390,1,0,9,2,0,0,390,1,0,8,0,8,0,8,390,1,0,8,390,1,0,8,0,8,0,8,390,1,191,1,193,1,5,1,0,9,0,9,0,9,0,9,OTHER,1,1,0,9,390,1,0,9,0,9,0,9,0,9, ,0,9,0,9,0,9,0,9,0,9,0,9,15,0,15,0,27,393,1,342,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.5101E+20,151010010,15,CLARK COUNTY,CLARK COUNTY JAIL,3,4.2917,390,0,0,0,390,0,15,0,1,3,0,340,0,43,0,7,0,0,0,390,0,7,0,12,0,4,0,335,0,39,1,390,0,271,0,106,0,13,0,0,0,0,0,0,0,0,0, ,0,0,0,0,390,0,1,0,1,0,2,0,0,0, ,0,0,15,0,5,0,7,0,5,0,36,0,111,0,122,0,10,403,0,390,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.81019E+20,181019019,18,CAMPBELL COUNTY,CAMPBELL COUNTY JAIL,7,1.4136,392,0,0,0,392,0,0,9,1,3,1,346,0,46,0,0,0,0,0,392,0,0,8,243,1,36,1,103,1,10,1,392,0,309,1,78,1,5,1,0,0,0,0,0,0,0,0, ,0,0,0,0,392,0,8,0,0,0,0,0,0,0, ,0,0,191,0,2,0,2,0,2,0,205,0,199,0,136,0,1,418,0,366,0,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.41074E+20,341074074,34,PITT COUNTY,PITT COUNTY DETENTION CENTER,7,1.4136,395,0,70,0,465,0,0,9,1,14,0,356,0,39,0,0,9,0,9,395,0,0,9,30,1,6,1,326,1,33,1,395,0,80,1,293,0,22,1,0,0,0,0,0,0,0,0, ,0,0,0,0,395,0,54,1,0,0,0,0,0,0, ,0,0,40,1,0,0,0,0,0,0,94,0,159,0,198,0,26,434,0,417,0,404,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,70,0,66,0,4,0,0,0,0,0,70,0,70,0,0,0,70,0,70
5.1016E+19,51016016,5,KINGS COUNTY,KINGS COUNTY,7,1.4136,398,1,0,9,398,1,63,1,2,0,0,330,1,68,1,0,0,0,0,398,1,0,0,101,1,31,1,229,1,37,1,398,1,110,0,48,0,219,0,7,0,3,0,0,9,0,9,OTHER,11,0,0,9,398,0,0,0,0,0,50,1,0,0, ,0,0,4,1,1,1,0,9,0,9,55,1,147,1,160,1,5,398,1,306,0,361,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0, ,0,0,0,9,0,9,0,9,0,0,0,0,0,9,0,9,0,0,0,9,0
2.11022E+20,211022021,21,WASHINGTON COUNTY,WASHINGTON COUNTY DETENTION CENTER,2,2.4167,400,0,27,0,427,0,4,0,1,12,0,354,1,46,1,0,0,0,0,400,0,0,0,194,1,34,1,160,1,12,0,400,0,243,1,132,1,25,0,0,0,0,0,0,0,0,0, ,0,0,0,0,400,0,0,0,0,0,0,0,0,0, ,0,0,21,0,0,0,0,0,0,0,21,0,43,0,31,0,17,428,0,421,0,458,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,27,0,18,0,9,0,0,0,0,0,27,0,27,0,0,0,27,0,27
4.4107E+20,441070070,44,ELLIS COUNTY,ELLIS COUNTY JAIL,7,1.4136,400,1,0,0,400,1,0,9,2,0,0,322,1,61,1,15,1,2,1,400,1,0,9,24,1,3,1,313,1,60,1,400,1,124,1,152,1,124,1,0,1,0,1,0,1,0,1, ,0,1,0,1,400,1,0,9,0,9,0,9,0,9, ,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,0,9,380,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.31005E+20,431005005,43,BLOUNT COUNTY,BLOUNT COUNTY JAIL,7,1.4136,402,0,0,0,402,0,14,0,2,0,0,331,0,71,0,0,0,0,0,402,0,0,0,209,0,46,0,122,1,25,1,402,0,288,0,85,0,29,0,0,0,0,0,0,0,0,0, ,0,0,0,0,402,0,104,0,0,0,14,0,0,0, ,0,0,62,0,0,0,0,0,0,0,180,0,158,0,170,0,17,438,0,369,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11077E+20,111077077,11,IRWIN COUNTY,IRWIN COUNTY JAIL,3,4.2917,403,0,0,0,403,0,0,9,2,0,0,354,0,49,0,0,0,0,0,403,0,0,0,106,1,30,1,248,1,19,1,403,0,246,1,121,1,32,1,0,1,4,1,0,1,0,1, ,0,1,0,1,403,0,0,0,0,0,0,0,0,0, ,0,0,0,9,0,9,0,0,0,0,0,9,120,0,68,0,28,411,0,416,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.41046E+20,141046046,14,KANKAKEE COUNTY,KANKAKEE COUNTY JAIL,7,1.4136,406,0,0,0,406,0,0,9,1,0,9,368,0,38,0,0,0,0,0,406,0,0,0,18,1,4,1,350,1,34,1,406,0,130,1,231,1,45,1,0,1,0,1,0,1,0,1, ,0,1,0,1,406,0,0,9,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,9,0,0,9,400,1,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.51017E+20,251017017,25,DESOTO COUNTY,DESOTO COUNTY JAIL,2,2.4167,406,0,0,0,406,0,0,9,1,0,9,323,0,58,0,13,0,12,0,406,0,0,9,52,0,3,0,284,1,67,1,406,0,232,1,158,1,16,1,0,1,0,1,0,1,0,1, ,0,1,0,1,406,0,0,9,0,9,0,9,0,9, ,0,9,0,9,0,9,0,9,0,9,0,9,183,0,173,0,1,431,0,391,1,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.72115E+20,472115001,47,HAMPTON CITY,HAMPTON CITY JAIL,7,1.4136,406,0,0,0,406,0,0,0,1,33,0,369,0,37,0,0,0,0,0,406,0,0,0,273,0,13,0,96,0,24,0,406,0,97,1,305,1,4,1,0,0,0,0,0,0,0,0, ,0,0,0,0,406,0,0,0,0,0,0,0,0,0, ,0,0,113,0,0,0,1,0,0,0,114,0,90,1,85,1,22,439,0,400,1,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.71056E+20,271056056,27,YELLOWSTONE COUNTY,YELLOWSTONE COUNTY DETENTION FACILITY,7,1.4136,408,0,0,0,408,0,0,9,1,0,9,349,0,59,0,0,0,0,0,408,0,0,0,50,1,4,1,299,1,55,1,408,0,223,1,24,1,56,1,97,1,1,1,0,1,0,1, ,0,0,7,1,408,0,39,1,1,1,0,1,0,1, ,0,0,3,1,3,1,15,1,1,1,62,1,197,1,205,1,24,412,0,382,1,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.31006E+20,431006006,43,BRADLEY COUNTY,BRADLEY COUNTY JUSTICE CENTER,7,1.4136,408,0,0,0,408,0,0,9,1,6,0,349,0,59,0,0,0,0,0,408,0,0,0,176,0,27,0,173,0,32,0,408,0,279,0,77,0,52,0,0,9,0,9,0,9,0,9, ,0,0,0,1,408,0,68,0,0,0,0,9,0,0, ,0,1,120,0,0,9,0,9,0,9,188,0,159,0,121,0,29,408,0,350,1,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.21016E+20,321016016,32,LUNA COUNTY,LUNA COUNTY JAIL,7,1.4136,409,0,0,0,409,0,350,1,2,0,0,369,0,40,0,0,0,0,0,409,0,0,0,18,1,2,1,351,1,38,1,409,1,54,1,4,1,340,1,1,1,0,0,0,0,2,0, ,8,1,0,0,409,0,278,0,0,0,17,0,0,0, ,0,0,14,0,0,0,0,0,0,0,309,0,94,0,96,0,12,431,0,395,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.31032E+20,331032029,33,NIAGARA COUNTY,NIAGARA COUNTY JAIL,2,2.4167,411,0,0,0,411,0,23,1,1,4,0,345,0,52,0,12,0,2,0,411,0,14,0,135,0,22,0,222,0,32,0,411,0,173,0,188,0,31,1,15,0,2,0,0,0,0,0, ,0,0,2,0,411,0,72,0,0,0,0,0,0,0, ,0,0,32,0,0,0,3,0,0,0,107,0,116,0,107,0,6,454,0,505,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.71054E+20,471054054,47,LOUDOUN COUNTY,LOUDOUN COUNTY ADULT DETENTION CENTER,7,1.4136,412,0,0,0,412,0,0,9,1,35,0,351,1,61,1,0,0,0,0,412,0,0,8,176,1,23,1,175,1,38,1,412,0,139,0,151,0,80,0,0,0,5,0,0,0,2,0, ,0,0,35,0,412,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,97,0,107,0,25,412,0,394,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11141E+20,111141141,11,TROUP COUNTY,TROUP COUNTY JAIL,1,1,415,0,0,0,415,0,0,0,2,0,0,345,0,70,0,0,0,0,0,415,0,0,0,59,1,11,1,286,1,59,1,415,0,137,0,267,0,11,0,0,0,0,0,0,0,0,0, ,0,0,0,0,415,0,0,0,0,0,0,0,0,0, ,0,0,69,0,1,0,0,0,0,0,70,0,143,0,153,0,10,449,0,441,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.41062E+20,241062062,24,RAMSEY COUNTY,RAMSEY COUNTY CORRECTIONAL FACILITY,1,1,420,0,62,0,482,0,40,1,1,0,0,403,0,17,0,0,0,0,0,420,0,0,0,403,0,17,0,0,0,0,0,420,0,165,0,185,0,32,0,18,0,18,0,0,0,0,0,OTHER,2,0,0,0,420,0,0,0,0,0,0,0,0,0, ,0,0,45,0,0,0,0,0,0,0,45,0,95,0,86,0,29,420,0,389,1,364,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,62,0,40,0,22,0,0,0,0,0,62,0,62,0,0,0,62,0,62
3.21023E+20,321023023,32,SANDOVAL COUNTY,SANDOVAL COUNTY JAIL,7,1.4136,420,0,0,0,420,0,40,0,2,0,0,364,0,56,0,0,0,0,0,420,0,0,0,76,1,5,1,288,1,51,1,420,1,119,1,17,1,219,1,62,1,1,1,0,8,2,1, ,0,8,0,8,420,0,195,0,7,0,0,0,7,0, ,0,0,200,1,1,1,10,1,0,8,420,0,140,1,90,1,0,0,9,400,1,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.91002E+20,491002002,49,BERKELEY COUNTY,EASTERN REGIONAL JAIL,12,1,422,0,0,0,422,0,4,0,1,7,0,362,0,60,0,0,0,0,0,422,0,0,8,35,0,25,0,327,1,35,1,422,0,304,0,88,0,30,0,0,0,0,0,0,0,0,0, ,0,0,0,0,422,0,51,0,0,0,4,0,0,0, ,0,0,38,0,0,0,2,0,0,0,95,0,126,0,139,0,24,442,0,399,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.81055E+20,281055055,28,LANCASTER COUNTY,LANCASTER COUNTY,7,1.4136,423,0,0,0,423,0,0,9,2,0,0,371,0,52,0,0,0,0,0,423,0,0,0,191,0,29,0,180,0,23,0,423,0,248,0,106,0,38,0,17,0,10,0,0,0,0,0,IRAQ,3,0,1,0,423,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,2,0,0,0,2,0,214,0,244,0,25,464,0,410,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31038E+20,231038038,23,JACKSON COUNTY,JACKSON COUNTY JAIL,2,2.4167,425,0,186,0,611,0,8,1,1,19,0,357,0,63,0,5,0,0,0,425,0,5,0,166,0,20,0,196,0,43,0,425,0,269,0,140,0,12,0,1,0,0,0,0,0,0,0, ,0,0,3,0,425,0,0,0,0,0,0,0,0,0, ,0,0,18,0,0,0,15,0,0,0,33,0,888,0,815,0,25,439,0,420,1,425,0,2,0,0,0,149,0,35,0,0,0,0,0,0,0, ,0,0,186,0,133,0,35,0,10,0,8,0,186,0,184,0,2,0,186,0,186
4.21052E+20,421052052,42,PENNINGTON COUNTY,PENNINGTON COUNTY  JAIL,7,1.4136,427,0,14,0,441,0,6,0,1,6,1,353,0,74,0,0,0,0,0,427,0,0,0,165,0,42,0,188,1,32,1,427,0,164,0,26,0,0,0,234,0,3,0,0,0,0,0, ,0,0,0,0,427,0,64,0,20,0,6,0,0,0, ,0,0,12,0,0,0,6,0,1,0,109,0,252,0,234,0,18,467,0,417,0,482,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0, ,0,0,14,0,10,0,4,0,0,0,0,0,14,0,9,0,5,0,14,0,14
4.81037E+20,481037037,48,WHATCOM COUNTY,WHATCOM COUNTY JAIL,7,1.4136,428,1,44,0,472,1,0,9,2,0,0,365,1,60,1,3,0,0,0,428,0,3,0,126,1,17,1,242,1,43,1,428,0,289,1,28,1,35,1,76,1,0,0,0,0,0,0, ,0,0,0,0,428,0,0,0,0,0,16,1,29,1, ,0,0,26,1,0,0,8,1,0,0,79,0,171,0,144,1,25,441,1,408,1,198,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,44,0,0,9,0,9,0,9,0,9,44,0,44,0,0,0,44,0,44
1.0101E+20,101010010,10,CLAY COUNTY,CLAY COUNTY JAIL,2,2.4167,430,0,0,0,430,0,30,1,1,10,1,369,0,58,0,3,0,0,0,430,0,0,0,107,1,13,1,265,1,45,1,430,0,309,0,121,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,430,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,4,1,0,0,4,1,156,0,140,1,23,437,0,430,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.61076E+20,361076076,36,STARK COUNTY,STARK COUNTY JAIL,2,2.4167,430,0,0,0,430,0,0,9,2,0,0,368,0,62,0,0,0,0,0,430,0,0,0,125,1,25,1,243,1,37,1,430,0,256,0,172,0,1,0,1,0,0,0,0,0,0,9, ,0,8,0,0,430,0,0,9,0,9,0,9,0,9, ,0,9,0,9,0,9,0,9,0,9,0,9,242,0,254,0,11,520,0,440,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.81018E+20,481018018,48,KITSAP COUNTY,KITSAP COUNTY CORRECTIONAL CENTER,7,1.4136,430,0,83,0,513,0,12,0,2,0,0,361,0,69,0,0,0,0,0,430,0,0,0,195,0,45,0,166,1,24,1,430,0,305,0,74,0,24,0,9,0,13,0,0,0,5,0, ,0,0,0,0,430,0,0,0,0,0,5,0,0,0, ,0,0,50,0,0,0,0,0,0,0,55,0,240,0,221,0,25,440,0,407,0,586,0,38,0,0,0,45,0,0,0,0,0,0,0,0,0, ,0,0,83,0,61,0,22,0,0,0,0,0,83,0,83,0,0,0,83,0,83
5.10571E+19,51057056,5,YOLO COUNTY,YOLO COUNTY,7,1.4136,432,0,9,0,441,0,0,9,2,0,0,361,0,71,0,0,0,0,0,432,0,0,8,66,0,20,0,295,0,51,0,432,0,207,1,71,1,121,1,6,1,20,1,3,1,0,1, ,0,0,4,1,432,0,4,0,0,0,0,0,0,0, ,0,0,0,9,0,9,0,9,0,9,4,0,187,0,192,0,27,447,0,416,0,452,0,9,0,0,8,0,8,0,8,0,8,0,8,0,8, ,0,8,9,0,4,0,5,0,0,0,0,0,9,0,9,0,0,0,9,0,9
